state,state_abb,year,total_revenue,revenue_general_revenue,revenue_intergovernment_revenue,revenue_total_taxes,revenue_general_sales,revenue_selective_sales,revenue_license_taxes,revenue_individual_income_taxes,revenue_corporate_income_taxes,revenue_other_taxes,revenue_current_charges,revenue_misc_general_revenue,revenue_utility_revenue,revenue_liquor_stores_revenue,revenue_insurance_trust_revenue,total_expenditure,expend_intergovernment_expend,expenditure_direct_expenditure,expenditure_current_operations,expenditure_capital_outlay,expend_insurance_benefits_repay,expend_assistance_and_subsidies,expenditure_interest_on_debt,expend_exhibit_salaries_wages,total_general_expenditure,expend_intergov_general_expend,expend_direct_general_expend,expenditure_education,expenditure_public_welfare,expenditure_hospitals,expenditure_health,expenditure_highways,expenditure_police_protection,expenditure_correction,expenditure_natural_resources,expenditure_parks_and_recreation,expend_government_administration,expend_interest_on_general_debt,expend_other_and_unallocable,expenditure_utility_expenditure,expenditure_liquor_stores,expenditure_insurance_trust,debt_at_end_of_fiscal_year,cash_and_security_holdings
massachusetts,MA,2000,32010543,27418165,5786537,16152874,3565267,1494582,450703,9041936,1306353,294033,1755677,3723077,95092,0,4497286,29478165,6240692,23237473,14691706,3425209,2350994,597580,2171984,3887429,26821422,6240692,20580730,5649637,6541200,465869,1486938,2788211,444636,765464,214474,156498,1066338,2127688,5114469,305749,0,2350994,38961069,59247772
massachusetts,MA,1999,28119894,25663761,5454495,14731769,3269827,1465576,427572,8036585,1249673,282536,1683998,3793499,82614,0,2373519,28030302,6751995,21278307,13746213,2855127,2093988,651307,1931672,3803491,25819550,6751995,19067555,5851290,6076046,518146,1374227,2257056,427845,781604,216879,147402,1052045,1901897,5215113,116764,0,2093988,35797930,52800097
massachusetts,MA,1998,28234686,25801142,6458265,14488496,2962535,1408131,450609,8031943,1354899,280379,1698344,3156037,76278,0,2357266,27194316,6215380,20978936,13642119,2915829,1931114,690824,1799050,3508022,25152926,6215380,18937546,5477503,6181247,524659,1396566,2386682,306873,861816,251467,141430,1068414,1775250,4781019,110276,0,1931114,32833163,46252146
massachusetts,MA,1997,26537977,23810978,5808872,13305471,2876066,1341352,431012,7181821,1213366,261854,1907084,2789551,68768,0,2658231,25790660,5636518,20154142,12943968,2536074,2106276,779822,1788002,3331581,23588935,5636518,17952417,4956373,5881466,886275,1325680,2144031,266975,811276,202166,142859,982292,1770908,4218634,95449,0,2106276,29386049,35435241
massachusetts,MA,1996,25196723,22845324,5827457,12455370,2610094,1277843,397522,6706870,1227861,235180,1814223,2748274,68826,0,2282573,24949729,5159973,19789756,12489648,2621376,2071656,883702,1723374,3174327,22789668,5159973,17629695,4492012,5998677,896689,1285098,1803223,287109,729089,227954,97240,945986,1708322,4318269,88405,0,2071656,29294682,33202995
massachusetts,MA,1995,24100544,21545392,5758080,11601135,2481300,1255324,429049,5974201,1205667,255594,1621748,2564429,65130,0,2490022,24282382,4740411,19541971,12197538,2462054,2315314,979408,1587657,3048505,21870398,4740411,17129987,4101910,6178184,750997,1257183,1703039,246926,660273,182028,99450,1078732,1572622,4039087,96670,0,2315314,27734128,29474541
massachusetts,MA,1994,22298310,20345556,5442566,11016505,2303139,1235673,401099,5689768,1062930,323896,1561298,2325187,65893,0,1886861,22454018,4451132,18002886,11434247,2167758,1934313,1010305,1456263,2982413,20427602,4451132,15976470,3716150,5864987,783985,1090006,1485057,198704,632872,157697,85475,937748,1441298,4033623,92103,0,1934313,26680560,21842605
massachusetts,MA,1993,21584263,19343370,5066717,10383445,2124164,1173207,449249,5374911,959332,302582,1511287,2381921,61752,0,2179141,21556575,4286839,17269736,10594354,1865585,2338316,995016,1476465,2832063,19106929,4286839,14820090,3543558,5424970,760360,974112,1256283,172431,681066,131578,83706,876213,1463896,3738756,111330,0,2338316,25415253,23656941
massachusetts,MA,1992,20455525,18234258,4626979,9903246,1978654,1121714,412046,5336957,756781,297094,1423407,2280626,59704,0,2161563,20367654,4047945,16319709,9927341,1574666,2438327,949003,1430372,2823466,17811534,4047945,13763589,3271297,5302997,781637,792392,1020836,131252,645378,123079,72214,825101,1420544,3424807,117793,0,2438327,24008036,22295463
michigan,MI,2018,81630737,66231312,21365685,30508361,9854016,4838719,1948194,10238864,1095023,2533545,9879931,4477335,NA,1123653,14275772,76289557,22754958,53534599,39346253,2715123,8197236,1570238,1705749,10233587,67189291,22754958,44434333,27269300,19324550,4639200,1826799,3383237,521117,1914217,413764,171084,1633672,1705749,2445857,309314,903029,8197236,33563347,77197608
michigan,MI,2017,80390225,63998679,21350680,28628517,9223737,4473004,1787867,9485325,1195399,2463185,9501634,4517848,NA,1082256,15309290,72159761,21383356,50776405,37254365,2529535,8057620,1386823,1548062,9900659,63229370,21383356,41846014,25890299,18833917,4385477,1640230,3012998,501930,1894849,369721,154384,1083566,1548062,3913937,0,872771,8057620,33463604,90783251
michigan,MI,2016,71188554,61246103,20908261,27436607,9163542,4075591,1660663,9303847,898213,2334751,8688398,4212837,NA,1021890,8920561,70811041,20788310,50022731,36926542,2287310,7769172,1372717,1666990,9534602,62216940,20788310,41428630,25725807,18707348,3789047,1591379,2743085,487890,1900994,349307,142474,1226724,1666990,3885895,0,824929,7769172,33744508,85112135
michigan,MI,2015,68301818,59727638,20487351,26957337,9211783,3912678,1563500,8825375,1185568,2258433,8252294,4030656,0,1021890,7552290,68674162,20487354,48186808,34688569,2011610,8764283,1226344,1496002,9221564,59084950,20487354,38597596,24211552,18410125,3422936,1350074,2532511,470963,1888120,322198,126274,1011686,1496002,3842509,0,824929,8764283,33245109,98389762
michigan,MI,2014,69155181,54855239,17929672,25100605,8715827,3890369,1511695,7874712,881011,2226991,7752191,4072771,0,957064,13342878,64208234,19779302,44428932,31467830,2368626,7794453,1288655,1509368,9001351,55634505,19779302,35855203,23869946,15679575,3222249,1306119,2640761,432547,1877858,304113,138101,1000570,1509368,3653298,0,779276,7794453,31528074,94542877
michigan,MI,2013,66401124,54343294,18007780,24936087,8465895,3832174,1464607,8126352,895183,2151876,7391002,4008425,0,912112,11145718,62944825,19389654,43555171,30360266,2008310,8512973,1233603,1440019,8827318,53689191,19389654,34299537,22972166,14985940,3080402,1329434,2419026,401026,1857508,318918,113369,945542,1440019,3825841,0,742661,8512973,30377220,70534543
michigan,MI,2012,63986268,52875694,18054809,23919741,8933937,3720610,1414986,6921033,804037,2125138,7060490,3840654,0,856717,10253857,61726982,19021267,42705715,29062055,2269554,9110861,1258056,1005189,7503809,51919398,19021267,32898131,22912611,14815977,2722246,1302362,2398563,306532,1643230,292562,96729,817689,1005189,3605708,0,696723,9110861,30823672,67777413
michigan,MI,2011,64722073,55009116,19914367,23821872,9657800,3454210,1400343,6417078,728842,2163599,7395302,3877575,0,812140,8900817,63108508,19878322,43230186,28235945,2246088,10245923,1364321,1137909,7369975,52201724,19878322,32323402,23146215,14926663,2522008,1156070,2464441,299994,1663416,282791,86884,823221,1137909,3692112,0,660861,10245923,30975273,72279169
michigan,MI,2010,66107007,52670317,19527609,22208870,9012729,3422442,1360502,5531349,631895,2249953,7050104,3883734,0,780265,12656425,63907650,19410018,44497632,27686548,2467151,11762459,1389817,1191657,6608060,51510080,19410018,32100062,22789375,14469837,2478235,1117685,2643742,305370,1684525,302828,95844,841715,1191657,3589267,186,634925,11762459,32146344,73395482
michigan,MI,2009,53090160,49634829,16311417,22757818,8998942,3505218,1351556,5856751,703250,2342101,6645099,3920495,0,781895,2673436,58997843,19656877,39340966,26980272,1713391,8175937,1302438,1168928,6228656,50187731,19656877,30530854,21938051,14086669,2366161,1204600,2662222,323947,1779209,340598,106892,865902,1168928,3344552,1082,633093,8175937,31686190,74337051
michigan,MI,2008,42802955,49316492,13363940,24781626,8225599,3694773,1354001,7181055,1778317,2547881,6289589,4881337,0,768085,-7281622,56653904,19519271,37134633,26255979,1955213,6418910,1194768,1309763,5974110,49612891,19519271,30093620,21974570,13332357,2299233,1204513,2742463,346258,1846681,363826,88249,973142,1309763,3131836,67,622036,6418910,30048498,86900927
michigan,MI,2007,61918850,47667132,13083153,23848753,7983098,3618995,1375194,6442678,1786213,2642575,6136099,4599127,0,742595,13509123,54581853,19395333,35186520,24751380,1972123,6102316,1177967,1182734,5595591,47875502,19395333,28480169,21433957,12632676,2055355,1071617,2814555,291567,1788716,299768,88213,990831,1182734,3225513,1800,602235,6102316,29304641,91241901
michigan,MI,2006,57414710,46063972,12551526,23714514,8080905,3525704,1365856,6226304,1886168,2629577,5896047,3901885,0,718085,10632653,53186639,19409591,33777048,23392207,2378297,5768665,1107140,1130739,5816965,46892602,19409591,27483011,21289039,11895215,2038160,989264,2770745,328835,1720796,358081,85928,1191231,1130739,3094569,0,525372,5768665,27303332,100322862
michigan,MI,2005,55481834,45715284,12992812,23525187,8074095,3459949,1339931,6108924,1907190,2635098,5444213,3753072,0,688927,9077623,51563447,19307932,32255515,22876345,2101266,5186050,1042468,1049386,5572330,45820236,19307932,26512304,20586688,12126354,1911123,972325,2762961,324129,1674237,350860,88184,1002674,1049386,2971315,0,557161,5186050,24361660,84071503
michigan,MI,2004,55557297,44876013,13398823,22647281,7894458,2949792,1545457,5873365,1841010,2543199,5396954,3432955,0,675747,10005537,52489571,19035055,33454516,23475665,2126352,5627428,1128128,1096943,5956780,46312233,19035055,27277178,20449929,9950158,1812750,3350239,2936147,295537,1637305,453032,125377,949783,1096943,3255033,0,549910,5627428,25017987,76823817
michigan,MI,2003,50076603,43010240,12221555,22748159,7685308,2508924,1339579,6519643,1843072,2851633,5218416,2822110,0,638170,6428193,51016280,19851778,31164502,21540679,1828224,5973023,777955,1044621,6745547,44522173,19851778,24670395,19262143,9138181,1672783,3748496,2786999,320612,1678957,489925,137989,910980,1044621,3330487,0,521084,5973023,22478857,65431886
michigan,MI,2002,43935634,40886394,11507263,21864052,7784308,2284982,1297312,6125270,2065241,2306939,4619746,2895333,NA,607413,2441827,49027432,19067058,29960374,21513029,1988060,4699232,696416,1063637,6038060,43827413,19067058,24760355,19132555,9524431,1630410,2939984,2716985,336613,1690175,507993,197888,932106,1063637,3154636,NA,500787,4699232,21947042,76473352
michigan,MI,2001,43042720,40315349,10724125,22263902,7722911,2159575,1228719,6790384,2102093,2260220,4277339,3049983,0,592084,2135287,46537374,18145167,28392207,20815177,2010442,3919889,587067,1059632,6416566,42132010,18145167,23986843,18293323,9103944,1578291,2721049,2688407,312540,1675379,480943,135422,879136,1059632,3203944,0,485475,3919889,20114054,78067671
michigan,MI,2000,49511464,39490569,9370103,22756403,7666399,2118324,1208337,7190407,2382496,2190440,4183100,3180963,0,567312,9453583,42748895,17201031,25547864,18647172,1982355,3280572,717924,919841,5656845,39003752,17201031,21802721,17460528,8023945,1112902,2699196,2625159,310014,1537371,408078,131894,914874,919841,2859950,0,464571,3280572,19444881,77921530
michigan,MI,1999,46724414,36791405,8769848,21856552,7230365,2065607,1152815,6952649,2413615,2041501,3714357,2450648,0,521390,9411619,38798045,16030447,22767598,15788233,2005930,3252263,829346,891826,5546268,35122756,16030447,19092309,16200622,6268362,1053030,2408275,2408208,293517,1512887,391734,109517,813908,891826,2770870,0,423026,3252263,16188975,69710647
michigan,MI,1998,40069007,36084560,8557047,21215742,7572789,1928658,1104998,6316125,2354764,1938408,3749238,2562533,0,513890,3470557,37409791,15430418,21979373,15534549,1624034,2948674,998553,873563,5378975,34066033,15430418,18635615,15405529,6835409,1118566,2200499,2186323,255842,1314740,376934,46635,755266,873563,2696727,0,395084,2948674,16147205,66027442
michigan,MI,1997,45509221,33857435,8267080,19855941,7132110,1739707,1016050,5930404,2228753,1808917,3437916,2296498,0,482833,11168953,36092175,14145451,21946724,15462769,1502725,3171551,1022686,786993,5170072,32546413,14145451,18400962,14308911,6722557,1420141,2046674,2058795,253342,1291102,325276,54927,718300,786993,2559395,0,374211,3171551,14431375,60166323
michigan,MI,1996,37617587,31699469,7759959,18699069,6586563,1737677,982069,5438788,2189742,1764230,3200414,2040027,0,474959,5443159,35079667,13299101,21780566,15249252,1582487,3065625,1186972,696230,5120151,31643604,13299101,18344503,13811857,6440111,1448596,1957679,1935622,229261,1240703,401096,59467,731913,696230,2691069,0,370438,3065625,13667509,46643106
michigan,MI,1995,35328334,30217499,7518487,17723494,5865988,1801147,853459,5473072,2130395,1599433,3075955,1899563,0,458038,4652797,34668698,13590202,21078496,14190991,1437985,3437144,1296917,715459,4895533,30875320,13590202,17285118,13888845,6178800,1463876,1882415,1832096,219852,1184528,307574,60355,734346,715459,2412342,0,356234,3437144,12535217,39872130
michigan,MI,1994,31814257,27049926,7139231,15419391,4538124,1542885,816635,5553342,2174644,793761,2871926,1619378,0,452388,4311943,29305100,8864360,20440740,13842941,1523926,3084993,1369068,619812,4693825,25862008,8864360,16997648,8740829,6863499,1240203,1935439,1715245,211747,1029221,438273,89382,705173,619812,2278195,4076,354023,3084993,11505325,36296492
michigan,MI,1993,28448915,24327143,6621344,12865907,3467303,1370333,764939,4890708,1843420,529204,2714374,2125518,0,454856,3666916,27050527,7693539,19356988,12769892,1186649,3318592,1431157,650698,4523488,23357795,7693539,15664256,7952268,6197064,1097617,1470953,1635383,201056,909743,341293,88618,650137,650698,2167941,0,374140,3318592,11007877,33032886
michigan,MI,1992,26298149,22079192,6134453,11279170,3665541,1323038,730604,3241549,1729549,588889,2525320,2140249,0,444441,3774516,25527211,6976517,18550694,12130839,1053852,3301399,1426744,637860,4498828,21845184,6976517,14868667,7415632,5579489,1104211,1343071,1482396,205664,854828,238690,94194,673899,637860,2220187,0,380628,3301399,10356583,31201931
minnesota,MN,2018,56306765,44475950,11742550,26697469,5830256,4784552,1476228,11882330,1357004,1367099,2928271,3107660,103017,NA,11727798,49584827,14174246,35410581,26273079,1642656,5679060,1243256,572530,5767789,43337146,14174246,29162900,16405597,16076178,330829,393577,2751897,485123,655076,656288,272374,1217850,572530,1535025,663690,NA,5679060,16600028,59746002
minnesota,MN,2017,53870383,41353995,10939218,25594522,5888795,4718840,1477319,10956205,1227028,1326335,2704967,2115288,104120,NA,12412268,47309258,13546867,33762391,24615533,1847895,5534021,1194529,570413,5679113,41303514,13546867,27756647,16094986,14507128,325095,515239,2789319,486835,635229,682934,291717,1141228,570370,3263434,471723,NA,5534021,16363418,75597031
minnesota,MN,2016,44247753,41213212,11321336,25189128,5583910,4536737,1426235,10732570,1515697,1393979,2636013,2066735,104120,NA,2930421,46694801,13143647,33551154,24177528,2279139,5353191,1149595,591701,5439188,40870370,13143647,27726723,15131545,14873839,303151,529725,3195546,446435,620117,674515,296279,1139234,591658,3068326,471240,NA,5353191,16213046,76448020
minnesota,MN,2015,47407059,40470072,11253891,24479856,5483791,4469620,1392055,10370047,1476629,1287714,2542414,2193911,101638,0,6835349,43406909,12827108,30579801,21679716,1923983,5310474,1091983,573645,5319902,37734379,12827108,24907271,14305318,13108732,306356,489107,2974584,438971,574822,717179,289419,1121595,570730,2837566,362056,0,5310474,16755784,83315096
minnesota,MN,2014,49809320,37035583,9111060,23245827,5398173,4311599,1330394,9623831,1325656,1256174,2513445,2165251,98644,0,12675093,42140750,12620852,29519898,21056988,1854360,5029774,1099384,479392,5181316,36744795,12620852,24123943,14762621,12453402,304213,481489,2820462,421443,546252,711488,294043,1041881,477944,2429557,366181,0,5029774,15818353,76035705
minnesota,MN,2013,46771460,35808131,8664282,22895574,5711442,4220041,1188142,9329085,1223309,1223555,2268804,1979471,0,0,10963329,39950130,12975915,26974215,18907886,1581068,4875923,1120702,488636,4994879,35065614,12975915,22089699,15033987,11323904,265135,431809,2464343,382588,514959,607961,241496,924219,488636,2386577,8593,0,4875923,13674984,66052213
minnesota,MN,2012,38553800,34160246,9725219,20560540,4942140,4197014,1186734,7988084,1066022,1180546,2183747,1690740,0,0,4393554,38612582,10833320,27779262,19329154,1363270,5196331,1091694,798813,5167138,33409515,10833320,22576195,12658510,12061690,536623,344840,2112104,361972,485334,559702,236506,816400,798813,2437021,6736,0,5196331,13230223,61022727
minnesota,MN,2011,45684189,33451689,9819493,18952919,4657395,3578288,1113909,7482396,1003657,1117274,2782199,1897078,0,0,12232500,38488350,11102449,27385901,18649448,1617046,5701467,825431,592509,5221569,32670505,11102449,21568056,12406335,10872302,288254,633406,2565152,396442,508237,690585,280770,905382,592509,2531131,116378,0,5701467,12896921,60605879
minnesota,MN,2010,39908374,31483682,10042829,17208877,4426608,3456295,1055697,6458111,721742,1090424,2537394,1694582,0,0,8424692,37904398,10427657,27476741,18126213,1603553,6182372,1052501,512102,5198408,31702303,10427657,21274646,11745604,10727038,237638,642730,2464623,369120,508658,560261,219240,879679,512102,2835610,19723,0,6182372,11569786,51849514
minnesota,MN,2009,22781153,29042836,8006629,17161299,4375200,2987140,1022182,6948119,779055,1049603,2331796,1543112,0,0,-6261683,36308889,11199230,25109659,17327259,1778742,4614619,862045,526994,5180278,31645752,11199230,20446522,12889957,9926096,366903,662491,2206014,349589,554952,554166,184577,879945,526994,2544068,48518,0,4614619,10524424,47853782
minnesota,MN,2008,29707313,29682086,7255639,18320891,4550838,2882225,1011289,7777259,1040479,1058801,2246245,1859311,0,0,25227,34283510,11188797,23094713,16133279,1782231,3868653,813873,496677,4924638,30349669,11188797,19160872,12424773,9045789,404712,653688,2231342,343342,536760,511888,192704,857460,496677,2650534,65188,0,3868653,9538669,61290809
minnesota,MN,2007,38733292,28464373,6680661,17768434,4470596,2831494,973363,7230854,1183816,1078311,2228370,1786908,0,0,10268919,31880478,10686237,21194241,14855123,1449984,3612997,784705,491432,4619074,28254240,10686237,17568003,11654016,8415365,327807,599726,1952169,327884,535237,482422,180162,817892,491432,2470128,13241,0,3612997,8866611,64495475
minnesota,MN,2006,34708256,27626038,6660890,17331413,4437407,2788592,983817,6862953,1071884,1186760,2167913,1465822,0,0,7082218,30711527,10867738,19843789,13991041,1260321,3441460,724770,426197,3289383,27163073,10867738,16295335,11644579,7892627,293326,513406,1881880,288992,442046,444891,163588,793238,426197,2378303,106994,0,3441460,7434990,59233799
minnesota,MN,2005,31723566,25790017,6575048,15881131,4203736,2437303,956899,6341164,933896,1008133,2039617,1294221,0,0,5933549,29559979,10108813,19451166,13760450,1254816,3197355,849541,389004,3165931,26263523,10108813,16154710,10668686,8157098,267403,542267,1939975,252355,408755,458191,175845,853923,389004,2150021,99101,0,3197355,7265044,53900444
minnesota,MN,2004,29708220,24217043,6379798,14734921,4066790,2317528,941783,5709584,637183,1062053,1903656,1198668,0,0,5491177,28226351,9638153,18588198,12794900,1311478,3346880,756958,377982,3928883,24778412,9638153,15140259,9872469,7486297,256251,516458,1927251,244479,411061,457951,184080,790179,377982,2253954,101059,0,3346880,6665669,50745807
minnesota,MN,2003,25596307,23072489,5982225,13981287,3903717,2162044,909927,5374550,596584,1034465,1736359,1372618,0,0,2523818,28898514,9618471,19280043,13352931,1374433,3403050,763675,385954,3938713,25383926,9618471,15765455,9727645,7890539,204374,560327,1839550,225726,403527,531913,130431,664777,385954,2819163,111538,0,3403050,7150401,50295826
minnesota,MN,2002,22438505,21909597,5426937,13224036,3741390,2025864,863831,5443355,533901,615695,1538966,1719658,NA,NA,528908,26692608,8271462,18421146,12902138,1275643,3214684,674311,354370,3775469,23477924,8271462,15206462,8819706,6741114,206749,492480,1665910,202552,417273,542161,140020,672031,354370,3223558,NA,NA,3214684,6408289,53130424
minnesota,MN,2001,26135477,21750282,4981133,13534585,3770897,2092013,810126,5906184,732004,223361,1471671,1762893,0,0,4385195,24612196,8196532,16415664,11618830,1193692,2653651,612464,337027,3607801,21958545,8196532,13762013,8459037,5978430,211154,473095,1505330,168712,381037,531448,135983,693478,337027,3083814,0,0,2653651,5623878,53464608
minnesota,MN,2000,26888542,20971355,4450677,13338532,3723638,2051589,977006,5547326,803357,235616,1331507,1850639,0,0,5917187,23326005,7610072,15715933,11264739,1182732,2351463,567684,349315,3485203,20974542,7610072,13364470,7765396,5360619,222650,455586,1478430,142487,364821,506907,120100,682990,349315,3525241,0,0,2351463,5602052,53966626
minnesota,MN,1999,25089186,19131407,4044605,12481688,3404441,1890335,879188,5306235,779176,222313,1221831,1383283,0,0,5957779,20387584,7004803,13382781,9268921,1159138,1977759,551559,425404,3364992,18409825,7004803,11405022,7110380,4925987,213596,425013,1346099,121734,332749,471808,124507,715578,425404,2196970,0,0,1977759,5485156,49462047
minnesota,MN,1998,24508758,17856170,3938396,11503928,3243611,1689402,875040,4749801,753188,192886,1166743,1247103,0,0,6652588,18418302,6022123,12396179,8610822,1108448,1755966,611656,309287,3047451,16662336,6022123,10640213,6481515,4558705,231861,467222,1240704,114120,332410,396474,125068,668855,309287,1736115,0,0,1755966,5332686,44816421
minnesota,MN,1997,22881630,17207455,3625727,11223269,3114600,1661126,821373,4778972,699234,147964,1261987,1096472,0,0,5674175,18443264,6942130,11501134,7943828,916841,1647368,683820,309277,3238279,16795896,6942130,9853766,6175744,4458650,428811,501351,1255439,89160,325355,360387,98614,492790,309277,2300318,0,0,1647368,4862084,36924899
minnesota,MN,1996,20525269,16192328,3619824,10242646,2900125,1592270,769236,4135548,703099,142368,1324762,1005096,0,0,4332941,17325287,6068273,11257014,7823406,899030,1576254,670688,287636,2873964,15749033,6068273,9680760,5783448,4129255,605893,511199,1213571,88538,302255,329339,88359,528715,287636,1880825,0,0,1576254,4858281,30369028
minnesota,MN,1995,18329240,15210377,3569252,9327886,2741603,1428084,711475,3663517,665756,117451,1361690,951549,0,0,3118863,16379809,5628502,10751307,7471602,752978,1571843,679783,275101,2561274,14807966,5628502,9179464,5557649,3923072,584501,441257,1036394,114854,246261,333108,77748,495383,275101,1725021,0,0,1571843,4494029,26654673
minnesota,MN,1994,17181599,14212231,3472473,8650998,2516191,1312793,664057,3449331,551822,156804,1244446,844314,0,0,2969368,15278260,5378559,9899701,6809833,780302,1326543,715311,267712,2401961,13951717,5378559,8573158,5231085,3620280,552902,412413,1054185,110064,234109,324005,73203,438490,267712,1635395,0,0,1326543,4351489,25794214
minnesota,MN,1993,16244971,13396723,3247265,8137307,2374195,1196078,623093,3321955,509534,112452,1224643,787508,0,0,2848248,14295081,4803732,9491349,6330310,873314,1291963,688145,307617,2367737,13003118,4803732,8199386,4641905,3262296,551989,429462,1204389,103791,205105,298797,67865,413208,307617,1519495,0,0,1291963,4144533,22834691
minnesota,MN,1992,15090456,12346845,2909750,7449787,2190676,1168162,573240,2999091,422812,95806,1180502,806806,0,0,2743611,13526177,4733385,8792792,5876867,789399,1204636,627373,294517,2503110,12321541,4733385,7588156,4556323,3024840,542849,392684,1043000,94852,193832,282290,71107,372762,294517,1455086,0,0,1204636,4143203,20880565
mississippi,MS,2018,23421200,19137029,8271815,7890571,3557752,1473102,492415,1852937,437407,76958,2318304,656339,NA,360281,3923890,21832564,4861117,16971447,12346712,1049450,2876024,403554,295707,2546158,18660117,4861117,13799000,5751698,6579317,1492885,293997,1156606,142346,325624,312207,40626,410975,295707,766985,0,296423,2876024,7252112,25099617
mississippi,MS,2016,20880790,18953934,8299349,7660391,3297760,1480034,553510,1800053,463111,65923,2296501,697693,NA,337971,1588885,22247200,5251972,16995228,12553665,1170296,2645918,362632,262717,2599943,19322070,5251972,14070098,6515704,6633077,1469107,422536,1336544,138506,336391,258672,46045,388402,262717,1514369,0,279212,2645918,7283371,32634787
mississippi,MS,2015,21139337,18496169,7944619,7902885,3422774,1451003,606432,1783438,534547,104691,2200149,448516,0,312934,2330234,21110405,5138598,15971807,11510324,1376772,2526839,346575,211297,2519256,18325018,5138598,13186420,5791535,6228236,1257672,358244,1327966,162829,371359,331887,62572,473864,211297,1747557,2300,256248,2526839,7470450,33083013
mississippi,MS,2014,23347804,17577089,7377669,7575395,3304632,1401203,559218,1667344,526302,116696,1983695,640330,0,292878,5477837,20114533,4919968,15194565,10888369,1212041,2507777,308343,278035,2559288,17374197,4919968,12454229,5545757,5812078,1179970,370716,1375932,116839,382143,274342,56098,439404,278035,1542883,0,232559,2507777,7218459,29315227
mississippi,MS,2013,21865219,17510532,7649292,7402725,3191683,1379611,530010,1755424,415980,130017,1830894,627621,0,282183,4072504,20101926,5053070,15048856,10814367,1190761,2488249,280220,275259,2543390,17386707,5053070,12333637,5456159,5816559,1131700,403671,1376640,112169,376455,291359,89791,448806,275259,1608139,0,226970,2488249,7112560,28226679
mississippi,MS,2012,18765204,17034877,7809467,6953365,3072243,1324426,517983,1501267,395679,141767,1694539,577506,0,271202,1459125,20051298,5138081,14913217,10643190,1252894,2458854,258895,299384,2414722,17373134,5138081,12235053,5561568,5440263,1051451,418887,1452220,113297,360649,290930,84340,391991,299384,1908154,0,219310,2458854,7194251,25682531
mississippi,MS,2011,23441796,17642908,8726548,6549779,2969375,1248248,455659,1397578,347963,130956,1764127,602454,0,263321,5535567,20157417,5253307,14904110,10740372,1255919,2397687,242417,267715,2402174,17546382,5253307,12293075,5518603,5436907,1073347,434010,1377654,103889,354626,307107,82824,395498,267715,2194202,0,213348,2397687,6768371,31204875
mississippi,MS,2010,20978857,17427549,8834096,6268823,2849099,1225508,408756,1352481,316331,116648,1710579,614051,0,257085,3294223,20022652,5272442,14750210,10623947,1349926,2315197,225858,235282,2405967,17500003,5272442,12227561,5581577,5181703,1065703,423719,1407717,101959,366733,245289,73915,386014,235282,2430392,0,207452,2315197,6491980,27827946
mississippi,MS,2009,14393964,16838990,8209225,6490579,3026497,1111542,403120,1485592,324301,139527,1520173,619013,0,257059,-2702085,19246076,5156650,14089426,10581014,1213912,1876700,199186,218614,2291866,17162353,5156650,12005703,5442830,5130483,1042491,399109,1204070,115494,367878,256402,47236,355318,218614,2582428,0,207023,1876700,6189432,24818914
mississippi,MS,2008,16253029,16504961,7718794,6745743,3135390,1094053,418771,1551079,384643,161807,1390834,649590,0,248828,-500760,18642936,5111703,13531233,9965918,1497202,1664516,164929,238668,2252581,16776841,5111703,11665138,5471275,4405435,953339,368652,1284377,117202,369248,285285,39960,327420,238668,2915980,0,201579,1664516,6331031,32295824
mississippi,MS,2007,22489722,17488471,9111166,6481876,3155622,1022568,403092,1401809,369205,129580,1246016,649413,0,234990,4766261,18629901,5086220,13543681,10094441,1500204,1538611,183551,226874,2063464,16900405,5086220,11814185,5116749,4175865,860626,354827,1494109,115294,326751,277718,41056,265427,226874,3645109,0,190885,1538611,5858340,35073765
mississippi,MS,2006,17743579,14604494,6973204,5989603,3047837,874156,359174,1254733,316981,136722,1174397,467290,0,221057,2918028,16293095,4826721,11466374,8231498,1300573,1559517,162578,212208,1907504,14554388,4826721,9727667,4900991,3869570,765829,304783,1356819,101583,309747,224422,38839,241043,212208,2228554,0,179190,1559517,4870486,29149760
mississippi,MS,2005,15518347,12817236,5769398,5432152,2587970,935418,329526,1174065,283231,121942,1208125,407561,0,203005,2498106,14704763,4005786,10698977,8041738,938957,1368403,154876,195003,1896243,13171652,4005786,9165866,4462260,4280550,747428,304589,989561,79422,297852,232140,39247,268201,195003,1275399,0,164708,1368403,4328368,24770682
mississippi,MS,2004,15351077,12196208,5424813,5124730,2482908,908294,318488,1061704,243846,109490,1211257,435408,0,193518,2961351,14263288,3880446,10382842,7719170,966268,1339387,157645,200372,1868768,12766451,3880446,8886005,4310712,3981710,695350,297655,1012320,75257,306477,235490,45853,283352,200372,1321903,0,157450,1339387,4378804,23288104
mississippi,MS,2003,13393021,11873033,5086417,4999144,2459984,844894,314482,1020028,288778,70978,1245075,542397,0,184322,1335666,13502885,3665580,9837305,7263115,951104,1259038,164132,199916,1819086,12094517,3665580,8428937,4028841,3712507,667307,285729,974381,68338,295629,214849,43360,259811,199916,1343849,0,149330,1259038,4166614,22100380
